CollectionID,Background,Body,Eyes,Mouth,Accessory,InscriptionID
767,orange.png,red.png,down black up red.png,black.png,red left.png,10831
768,black.png,black.png,black red.png,blue.png,blue right.png,10832
769,blue.png,green.png,green yellow.png,red.png,blue right.png,10833
770,black.png,red.png,green blue.png,red.png,green right.png,10834
771,black.png,orange.png,blue red.png,black.png,orange right.png,10835
772,orange.png,red.png,yellow green blue.png,red.png,green right.png,10836
773,green.png,red.png,green blue.png,red.png,orange left.png,10837
774,blue.png,black.png,black yellow yellow black.png,yellow.png,green left.png,10838
775,yellow.png,red.png,multicolor.png,green.png,green left.png,10839
776,orange.png,red.png,yellow red.png,yellow.png,yellow right.png,10840
777,green.png,green.png,green blue.png,black.png,red left.png,10841
778,yellow.png,blue.png,red blue.png,orange.png,black right.png,10842
779,black.png,red.png,red blue.png,blue.png,black left.png,10843
780,black.png,blue.png,green blue.png,orange.png,blue right.png,10844
781,black.png,blue.png,green yellow.png,blue.png,blue left.png,10845
782,red.png,blue.png,yellow red.png,black.png,orange right.png,10846
783,orange.png,green.png,down black up red.png,yellow.png,yellow left.png,10847
784,blue.png,red.png,blue red.png,yellow.png,black right.png,10848
785,blue.png,green.png,green red.png,blue.png,red left.png,10849
786,yellow.png,black.png,yellow red.png,black.png,blue left.png,10850
787,orange.png,black.png,yellow red.png,blue.png,yellow left.png,10851
788,black.png,orange.png,green blue.png,blue.png,yellow right.png,10852
789,yellow.png,yellow.png,black red.png,green.png,black right.png,10853
790,blue.png,green.png,black yellow.png,black.png,green left.png,10854
791,black.png,orange.png,yellow red.png,blue.png,yellow right.png,10855
792,orange.png,yellow.png,black red.png,black.png,blue right.png,10856
793,red.png,yellow.png,orange blue.png,black.png,green right.png,10857
794,yellow.png,blue.png,yellow green blue.png,yellow.png,green right.png,10858
795,green.png,green.png,green yellow.png,yellow.png,black left.png,10859
796,red.png,orange.png,yellow red.png,green.png,red left.png,10860
797,yellow.png,red.png,left black yellow.png,green.png,orange left.png,10861
798,yellow.png,blue.png,up_and_out black yellow.png,green.png,green right.png,10862
799,red.png,orange.png,black yellow yellow black.png,red.png,green left.png,10863
800,,,,,,10864
801,orange.png,black.png,yellow red.png,orange.png,green left.png,10865
802,black.png,yellow.png,orange blue.png,black.png,yellow left.png,10866
803,blue.png,red.png,multicolor.png,green.png,green right.png,10867
804,yellow.png,red.png,yellow blue.png,yellow.png,green right.png,10868
805,red.png,red.png,blue red.png,green.png,yellow right.png,10869
806,black.png,green.png,yellow red.png,green.png,blue right.png,10870
807,green.png,green.png,down black up red.png,blue.png,green left.png,10871
808,blue.png,blue.png,up_and_out black yellow.png,yellow.png,none.png,10872
809,orange.png,orange.png,yellow black black yellow.png,yellow.png,yellow right.png,10873
810,yellow.png,blue.png,black yellow.png,green.png,red left.png,10874
811,blue.png,green.png,left black yellow.png,blue.png,blue left.png,10875
812,black.png,blue.png,black red.png,green.png,yellow right.png,10876
813,red.png,orange.png,black red.png,yellow.png,orange right.png,10877
814,green.png,yellow.png,down black up red.png,black.png,blue left.png,10878
815,yellow.png,orange.png,green yellow.png,yellow.png,blue left.png,10879
816,red.png,black.png,multicolor.png,orange.png,orange right.png,10880
817,yellow.png,yellow.png,green yellow.png,red.png,black right.png,10881
818,green.png,blue.png,green blue.png,red.png,orange left.png,10882
819,red.png,blue.png,green red.png,red.png,black right.png,10883
820,yellow.png,blue.png,green red.png,red.png,blue left.png,10884
821,blue.png,black.png,orange blue.png,yellow.png,orange right.png,10885
822,blue.png,orange.png,black yellow.png,orange.png,none.png,10886
823,black.png,red.png,left black yellow.png,red.png,orange left.png,10887
824,green.png,yellow.png,multicolor.png,yellow.png,orange left.png,10888
825,blue.png,orange.png,black yellow yellow black.png,green.png,black right.png,10889
826,yellow.png,green.png,red blue.png,green.png,orange left.png,10890
827,red.png,orange.png,yellow red.png,black.png,green right.png,10891
828,red.png,orange.png,yellow blue.png,red.png,red left.png,10892
829,green.png,orange.png,yellow red.png,yellow.png,black right.png,10893
830,black.png,green.png,green blue.png,black.png,orange left.png,10894
831,orange.png,yellow.png,black yellow yellow black.png,red.png,black right.png,10895
832,black.png,orange.png,green yellow.png,yellow.png,red left.png,10896
833,blue.png,blue.png,orange yellow.png,green.png,blue left.png,10897
834,red.png,blue.png,green red.png,green.png,green right.png,10898
835,green.png,red.png,yellow green blue.png,black.png,green left.png,10899
836,green.png,orange.png,down black up red.png,yellow.png,blue left.png,10900
837,red.png,black.png,down black up red.png,orange.png,black left.png,10901
838,green.png,black.png,orange blue.png,black.png,green right.png,10902
839,orange.png,green.png,green red.png,blue.png,blue right.png,10903
840,blue.png,blue.png,multicolor.png,blue.png,black left.png,10904
841,black.png,blue.png,black yellow.png,yellow.png,blue right.png,10905
842,green.png,green.png,yellow red.png,orange.png,none.png,10906
843,blue.png,orange.png,red blue.png,yellow.png,green right.png,10907
844,orange.png,yellow.png,green blue.png,green.png,black left.png,10908
845,orange.png,red.png,orange blue.png,orange.png,black right.png,10909
846,green.png,orange.png,down black up red.png,blue.png,orange left.png,10910
847,red.png,black.png,blue red.png,blue.png,yellow left.png,10911
848,green.png,red.png,multicolor.png,green.png,yellow left.png,10912
849,red.png,orange.png,black red.png,yellow.png,red left.png,10913
850,yellow.png,black.png,green blue.png,green.png,yellow left.png,10914
851,yellow.png,red.png,green yellow.png,green.png,orange left.png,10915
852,yellow.png,blue.png,green yellow.png,orange.png,yellow left.png,10916
853,black.png,orange.png,yellow green blue.png,red.png,black left.png,10917
854,green.png,red.png,black yellow yellow black.png,green.png,black right.png,10918
855,black.png,green.png,yellow red.png,red.png,yellow left.png,10919
856,green.png,orange.png,left black yellow.png,blue.png,green right.png,10920
857,green.png,orange.png,orange yellow.png,red.png,blue right.png,10921
858,black.png,black.png,yellow black black yellow.png,green.png,orange right.png,10922
859,orange.png,green.png,black red.png,orange.png,black left.png,10923
860,orange.png,green.png,black yellow.png,yellow.png,blue left.png,10924
861,black.png,red.png,black yellow.png,green.png,green right.png,10925
862,yellow.png,orange.png,green blue.png,green.png,green left.png,10926
863,blue.png,orange.png,green yellow.png,yellow.png,none.png,10927
864,red.png,black.png,orange blue.png,yellow.png,yellow right.png,10928
865,blue.png,black.png,orange blue.png,yellow.png,orange left.png,10929
866,orange.png,green.png,left black yellow.png,red.png,green left.png,10930
867,blue.png,black.png,yellow green blue.png,red.png,orange left.png,10931
868,green.png,yellow.png,yellow blue.png,green.png,green left.png,10932
869,black.png,red.png,black yellow yellow black.png,yellow.png,black right.png,10933
870,yellow.png,red.png,black red.png,red.png,blue right.png,10934
871,yellow.png,black.png,down black up red.png,black.png,blue left.png,10935
872,green.png,black.png,yellow black black yellow.png,blue.png,blue left.png,10936
873,red.png,black.png,green blue.png,green.png,black left.png,10937
874,orange.png,orange.png,yellow red.png,blue.png,green left.png,10938
875,black.png,blue.png,yellow red.png,green.png,blue left.png,10939
876,yellow.png,black.png,yellow blue.png,green.png,blue left.png,10940
877,red.png,yellow.png,multicolor.png,black.png,orange right.png,10941
878,orange.png,blue.png,orange blue.png,orange.png,blue right.png,10942
879,blue.png,red.png,orange blue.png,orange.png,orange right.png,10943
880,green.png,red.png,orange blue.png,black.png,yellow right.png,10944
881,orange.png,black.png,yellow black black yellow.png,black.png,yellow left.png,10945
882,red.png,black.png,black red.png,orange.png,blue left.png,10946
883,green.png,orange.png,yellow black black yellow.png,black.png,red left.png,10947
884,black.png,green.png,yellow blue.png,green.png,red left.png,10948
885,red.png,red.png,orange yellow.png,yellow.png,orange left.png,10949
886,blue.png,blue.png,down black up red.png,green.png,orange right.png,10950
887,orange.png,yellow.png,orange blue.png,black.png,red left.png,10951
888,yellow.png,red.png,orange yellow.png,black.png,blue left.png,10952
889,black.png,blue.png,blue red.png,green.png,blue left.png,10953
890,red.png,green.png,black yellow yellow black.png,black.png,red left.png,10954
891,red.png,orange.png,black yellow yellow black.png,yellow.png,blue right.png,10955
892,blue.png,blue.png,yellow blue.png,yellow.png,none.png,10956
893,red.png,orange.png,multicolor.png,orange.png,blue right.png,10957
894,yellow.png,red.png,green yellow.png,black.png,green right.png,10958
895,green.png,green.png,down black up red.png,blue.png,blue left.png,10959
896,orange.png,red.png,yellow green blue.png,blue.png,orange right.png,10960
897,red.png,yellow.png,green blue.png,orange.png,green left.png,10961
898,red.png,yellow.png,yellow green blue.png,orange.png,yellow right.png,10962
899,orange.png,blue.png,green red.png,yellow.png,orange right.png,10963
900,red.png,red.png,orange blue.png,black.png,black right.png,10964
901,black.png,red.png,yellow green blue.png,orange.png,black left.png,10965
902,blue.png,black.png,blue red.png,green.png,red left.png,10966
903,orange.png,red.png,yellow red.png,green.png,yellow left.png,10967
904,orange.png,yellow.png,green red.png,yellow.png,green right.png,10968
905,orange.png,yellow.png,orange yellow.png,black.png,yellow right.png,10969
906,green.png,red.png,yellow blue.png,blue.png,none.png,10970
907,green.png,yellow.png,black yellow yellow black.png,black.png,yellow right.png,10971
908,green.png,blue.png,black yellow.png,red.png,yellow left.png,10972
909,green.png,orange.png,blue red.png,yellow.png,orange right.png,10973
910,green.png,yellow.png,black yellow yellow black.png,yellow.png,yellow left.png,10974
911,black.png,blue.png,yellow blue.png,orange.png,yellow left.png,10975
912,black.png,green.png,blue red.png,red.png,blue left.png,10976
913,orange.png,yellow.png,green blue.png,green.png,blue left.png,10977
914,green.png,red.png,black red.png,yellow.png,red left.png,10978
915,red.png,green.png,red blue.png,orange.png,orange right.png,10979
916,blue.png,green.png,green red.png,green.png,orange left.png,10980
917,yellow.png,black.png,orange blue.png,black.png,red left.png,10981
918,blue.png,black.png,black yellow.png,green.png,orange right.png,10982
919,green.png,black.png,orange blue.png,yellow.png,black right.png,10983
920,blue.png,red.png,orange yellow.png,orange.png,green left.png,10984
921,red.png,green.png,yellow black black yellow.png,black.png,black right.png,10985
922,black.png,red.png,left black yellow.png,blue.png,orange right.png,10986
923,orange.png,green.png,red blue.png,blue.png,yellow right.png,10987
924,orange.png,black.png,orange yellow.png,orange.png,black left.png,10988
925,black.png,blue.png,orange yellow.png,blue.png,black left.png,10989
926,yellow.png,red.png,yellow black black yellow.png,green.png,none.png,10990
927,blue.png,blue.png,yellow red.png,black.png,orange right.png,10991
928,yellow.png,yellow.png,green yellow.png,blue.png,yellow right.png,10992
929,blue.png,black.png,green yellow.png,yellow.png,none.png,10993
930,yellow.png,green.png,yellow blue.png,blue.png,orange left.png,10994
931,orange.png,orange.png,yellow red.png,green.png,green right.png,10995
932,yellow.png,green.png,green yellow.png,yellow.png,orange right.png,10996
933,orange.png,yellow.png,black yellow yellow black.png,yellow.png,black left.png,10997
934,orange.png,yellow.png,up_and_out black yellow.png,green.png,blue right.png,10998
935,red.png,green.png,black red.png,black.png,none.png,10999
936,red.png,blue.png,green yellow.png,black.png,green left.png,11000
937,blue.png,black.png,down black up red.png,red.png,yellow left.png,11001
938,blue.png,green.png,up_and_out black yellow.png,black.png,black left.png,11002
939,orange.png,blue.png,blue red.png,orange.png,green left.png,11003
940,red.png,black.png,yellow black black yellow.png,green.png,red left.png,11004
941,black.png,red.png,black yellow yellow black.png,orange.png,black right.png,11005
942,red.png,orange.png,yellow blue.png,blue.png,red left.png,11006
943,orange.png,green.png,down black up red.png,green.png,orange right.png,11007
944,orange.png,yellow.png,orange yellow.png,black.png,green left.png,11008
945,yellow.png,orange.png,green yellow.png,yellow.png,black left.png,11009
946,black.png,orange.png,green blue.png,green.png,blue left.png,11010
947,blue.png,orange.png,left black yellow.png,green.png,blue left.png,11011
948,orange.png,red.png,down black up red.png,orange.png,yellow right.png,11012
949,orange.png,red.png,red blue.png,green.png,black right.png,11013
950,blue.png,blue.png,yellow blue.png,green.png,black right.png,11014
951,green.png,orange.png,green red.png,orange.png,blue left.png,11015
952,red.png,yellow.png,green red.png,black.png,blue left.png,11016
953,black.png,green.png,green blue.png,orange.png,black left.png,11017
954,black.png,black.png,up_and_out black yellow.png,green.png,black left.png,11018
955,green.png,red.png,blue red.png,blue.png,yellow left.png,11019
956,green.png,black.png,black red.png,blue.png,yellow right.png,11020
957,black.png,black.png,black yellow yellow black.png,blue.png,red left.png,11021
958,blue.png,black.png,up_and_out black yellow.png,green.png,red left.png,11022
959,orange.png,orange.png,orange blue.png,orange.png,black right.png,11023
960,black.png,green.png,orange blue.png,orange.png,yellow right.png,11024
961,yellow.png,black.png,black yellow yellow black.png,blue.png,black left.png,11025
962,orange.png,yellow.png,yellow green blue.png,orange.png,blue right.png,11026
963,red.png,orange.png,up_and_out black yellow.png,green.png,red left.png,11027
964,green.png,blue.png,yellow red.png,green.png,yellow left.png,11028
965,orange.png,blue.png,orange yellow.png,black.png,green right.png,11029
966,yellow.png,red.png,yellow blue.png,red.png,yellow left.png,11030
967,yellow.png,yellow.png,up_and_out black yellow.png,black.png,blue right.png,11031
968,orange.png,black.png,yellow red.png,black.png,orange left.png,11032
969,green.png,blue.png,yellow black black yellow.png,yellow.png,green left.png,11033
970,orange.png,red.png,green yellow.png,black.png,none.png,11034
971,blue.png,orange.png,green yellow.png,red.png,none.png,11035
972,red.png,yellow.png,yellow blue.png,blue.png,black right.png,11036
973,green.png,red.png,yellow blue.png,yellow.png,none.png,11037
974,orange.png,orange.png,orange yellow.png,blue.png,black left.png,11038
975,blue.png,green.png,yellow red.png,yellow.png,none.png,11039
976,red.png,black.png,down black up red.png,red.png,blue right.png,11040
977,orange.png,green.png,black red.png,yellow.png,blue right.png,11041
978,green.png,black.png,up_and_out black yellow.png,green.png,black left.png,11042
979,blue.png,yellow.png,green blue.png,orange.png,blue left.png,11043
980,red.png,black.png,yellow blue.png,orange.png,orange right.png,11044
981,black.png,green.png,yellow blue.png,red.png,green left.png,11045
982,green.png,orange.png,black yellow yellow black.png,yellow.png,black left.png,11046
983,red.png,red.png,yellow red.png,blue.png,black right.png,11047
984,black.png,green.png,yellow green blue.png,orange.png,red left.png,11048
985,yellow.png,blue.png,down black up red.png,orange.png,black right.png,11049
986,black.png,green.png,black yellow yellow black.png,red.png,green left.png,11050
987,black.png,blue.png,black yellow.png,red.png,yellow left.png,11051
988,black.png,black.png,black red.png,green.png,orange right.png,11052
989,yellow.png,green.png,yellow red.png,green.png,none.png,11053
990,red.png,blue.png,green blue.png,orange.png,black right.png,11054
991,green.png,green.png,black yellow.png,black.png,black right.png,11055
992,orange.png,yellow.png,orange blue.png,blue.png,orange left.png,11056
993,orange.png,blue.png,up_and_out black yellow.png,black.png,black left.png,11057
994,red.png,red.png,yellow red.png,black.png,yellow right.png,11058
995,blue.png,orange.png,green yellow.png,green.png,black left.png,11059
996,orange.png,orange.png,blue red.png,yellow.png,yellow right.png,11060
997,green.png,orange.png,yellow black black yellow.png,black.png,blue left.png,11061
998,green.png,orange.png,black yellow yellow black.png,orange.png,orange left.png,11062
999,orange.png,orange.png,up_and_out black yellow.png,blue.png,yellow left.png,11063
1000,,,,,,11064
1001,blue.png,green.png,black yellow yellow black.png,blue.png,green left.png,11069
1002,orange.png,yellow.png,orange blue.png,green.png,yellow left.png,11070
1003,orange.png,green.png,black red.png,red.png,orange left.png,11071
1004,green.png,green.png,yellow red.png,yellow.png,orange right.png,11072
1005,blue.png,green.png,black yellow.png,black.png,black right.png,11073
1006,yellow.png,orange.png,green blue.png,blue.png,yellow right.png,11074
1007,orange.png,yellow.png,orange blue.png,orange.png,black right.png,11075
1008,yellow.png,green.png,orange yellow.png,orange.png,yellow right.png,11076
1009,red.png,orange.png,blue red.png,green.png,blue right.png,11077
1010,green.png,blue.png,yellow black black yellow.png,orange.png,orange left.png,11078
1011,black.png,yellow.png,down black up red.png,orange.png,blue right.png,11079
1012,orange.png,green.png,orange yellow.png,red.png,blue left.png,11080
1013,green.png,orange.png,black red.png,yellow.png,green right.png,11081
1014,yellow.png,red.png,green blue.png,blue.png,green right.png,11082
1015,blue.png,green.png,blue red.png,orange.png,blue right.png,11083
1016,blue.png,yellow.png,up_and_out black yellow.png,green.png,black right.png,11084
1017,red.png,yellow.png,left black yellow.png,orange.png,blue right.png,11085
1018,black.png,orange.png,yellow green blue.png,blue.png,green left.png,11086
1019,green.png,black.png,orange blue.png,orange.png,green right.png,11087
1020,red.png,black.png,green blue.png,orange.png,orange left.png,11088
1021,black.png,yellow.png,green red.png,red.png,none.png,11089
1022,black.png,orange.png,green yellow.png,blue.png,black right.png,11090
1023,yellow.png,yellow.png,yellow black black yellow.png,yellow.png,blue right.png,11091
1024,yellow.png,green.png,orange blue.png,orange.png,orange left.png,11092
1025,yellow.png,blue.png,yellow green blue.png,red.png,green right.png,11093
1026,green.png,green.png,black yellow.png,orange.png,black left.png,11094
1027,blue.png,red.png,left black yellow.png,green.png,blue right.png,11095
1028,yellow.png,black.png,black yellow yellow black.png,red.png,green left.png,11096
1029,red.png,red.png,black yellow.png,black.png,yellow left.png,11097
1030,black.png,black.png,yellow black black yellow.png,green.png,yellow left.png,11098
1031,black.png,black.png,green red.png,green.png,blue right.png,11099
1032,red.png,yellow.png,orange blue.png,red.png,orange left.png,11100
1033,blue.png,orange.png,up_and_out black yellow.png,black.png,orange left.png,11101
1034,yellow.png,orange.png,yellow green blue.png,green.png,black left.png,11102
1035,yellow.png,blue.png,orange yellow.png,blue.png,orange left.png,11103
1036,orange.png,red.png,yellow blue.png,yellow.png,black left.png,11104
1037,red.png,orange.png,up_and_out black yellow.png,blue.png,orange right.png,11105
1038,blue.png,green.png,orange yellow.png,green.png,green left.png,11106
1039,green.png,red.png,green yellow.png,black.png,orange left.png,11107
1040,black.png,green.png,multicolor.png,yellow.png,orange right.png,11108
1041,red.png,blue.png,yellow black black yellow.png,green.png,green right.png,11109
1042,black.png,red.png,down black up red.png,green.png,green left.png,11110
1043,green.png,yellow.png,green blue.png,blue.png,red left.png,11111
1044,yellow.png,black.png,multicolor.png,blue.png,orange right.png,11112
1045,orange.png,red.png,yellow green blue.png,black.png,none.png,11113
1046,red.png,green.png,red blue.png,orange.png,orange left.png,11114
1047,green.png,black.png,multicolor.png,orange.png,green left.png,11115
1048,green.png,green.png,orange yellow.png,black.png,blue right.png,11116
1049,black.png,black.png,black yellow yellow black.png,black.png,blue right.png,11117
1050,orange.png,green.png,yellow green blue.png,yellow.png,black left.png,11118
1051,red.png,orange.png,black yellow yellow black.png,yellow.png,black left.png,11119
1052,green.png,blue.png,up_and_out black yellow.png,yellow.png,green left.png,11120
1053,red.png,red.png,black yellow yellow black.png,green.png,green right.png,11121
1054,black.png,orange.png,multicolor.png,orange.png,yellow right.png,11122
1055,orange.png,blue.png,yellow blue.png,yellow.png,yellow right.png,11123
1056,yellow.png,orange.png,yellow blue.png,blue.png,orange right.png,11124
1057,blue.png,blue.png,orange blue.png,blue.png,blue left.png,11125
1058,orange.png,blue.png,green yellow.png,black.png,green right.png,11126
1059,green.png,green.png,blue red.png,blue.png,yellow right.png,11127
1060,red.png,black.png,up_and_out black yellow.png,black.png,yellow right.png,11128
1061,blue.png,red.png,red blue.png,orange.png,black left.png,11129
1062,red.png,orange.png,green blue.png,black.png,black left.png,11130
1063,black.png,black.png,down black up red.png,black.png,black right.png,11131
1064,green.png,green.png,red blue.png,red.png,yellow right.png,11132
1065,blue.png,green.png,yellow blue.png,yellow.png,none.png,11133
1066,green.png,orange.png,orange yellow.png,blue.png,black right.png,11134
1067,black.png,green.png,multicolor.png,orange.png,yellow left.png,11135
1068,green.png,orange.png,red blue.png,green.png,red left.png,11136
1069,black.png,yellow.png,blue red.png,orange.png,yellow left.png,11137
1070,orange.png,red.png,green blue.png,blue.png,blue left.png,11138
1071,yellow.png,black.png,black red.png,blue.png,black right.png,11139
1072,blue.png,yellow.png,yellow green blue.png,blue.png,yellow left.png,11140
1073,yellow.png,red.png,green yellow.png,yellow.png,blue right.png,11141
1074,green.png,red.png,green red.png,blue.png,yellow left.png,11142
1075,blue.png,green.png,multicolor.png,orange.png,black right.png,11143
1076,black.png,yellow.png,blue red.png,red.png,green left.png,11144
1077,red.png,green.png,green red.png,green.png,yellow left.png,11145
1078,green.png,black.png,black yellow.png,blue.png,black left.png,11146
1079,yellow.png,yellow.png,up_and_out black yellow.png,blue.png,orange right.png,11147
1080,blue.png,orange.png,down black up red.png,green.png,green left.png,11148
1081,blue.png,black.png,black yellow yellow black.png,red.png,black left.png,11149
1082,orange.png,red.png,orange blue.png,green.png,blue left.png,11150
1083,orange.png,yellow.png,yellow black black yellow.png,blue.png,blue left.png,11151
1084,orange.png,black.png,left black yellow.png,green.png,none.png,11152
1085,green.png,orange.png,orange yellow.png,red.png,none.png,11153
1086,black.png,black.png,green red.png,orange.png,black right.png,11154
1087,green.png,blue.png,black yellow yellow black.png,blue.png,yellow right.png,11155
1088,red.png,blue.png,yellow blue.png,green.png,none.png,11156
1089,orange.png,green.png,blue red.png,yellow.png,blue right.png,11157
1090,orange.png,yellow.png,black red.png,red.png,blue right.png,11158
1091,blue.png,yellow.png,blue red.png,green.png,black right.png,11159
1092,blue.png,orange.png,orange yellow.png,blue.png,orange right.png,11160
1093,black.png,red.png,blue red.png,red.png,none.png,11161
1094,blue.png,yellow.png,orange yellow.png,green.png,red left.png,11162
1095,blue.png,red.png,orange blue.png,yellow.png,yellow right.png,11163
1096,red.png,blue.png,orange yellow.png,blue.png,red left.png,11164
1097,green.png,red.png,green blue.png,red.png,blue left.png,11165
1098,yellow.png,red.png,yellow black black yellow.png,red.png,green left.png,11166
1099,blue.png,black.png,up_and_out black yellow.png,yellow.png,black right.png,11167
1100,red.png,yellow.png,yellow black black yellow.png,red.png,blue left.png,11168
1101,green.png,green.png,green yellow.png,blue.png,orange right.png,11169
1102,green.png,green.png,green yellow.png,black.png,black left.png,11170
1103,yellow.png,blue.png,green blue.png,green.png,none.png,11171
1104,red.png,yellow.png,blue red.png,blue.png,orange right.png,11172
1105,green.png,red.png,orange blue.png,orange.png,orange left.png,11173
1106,green.png,yellow.png,yellow green blue.png,red.png,blue right.png,11174
1107,blue.png,blue.png,orange blue.png,orange.png,red left.png,11175
1108,yellow.png,blue.png,left black yellow.png,black.png,black left.png,11176
1109,black.png,red.png,green yellow.png,orange.png,green left.png,11177
1110,green.png,green.png,black yellow yellow black.png,yellow.png,red left.png,11178
1111,red.png,black.png,green blue.png,blue.png,yellow left.png,11179
1112,yellow.png,green.png,green red.png,green.png,red left.png,11180
1113,orange.png,orange.png,orange yellow.png,yellow.png,red left.png,11181
1114,black.png,red.png,yellow blue.png,orange.png,green right.png,11182
1115,black.png,black.png,black red.png,black.png,yellow right.png,11183
1116,yellow.png,orange.png,orange blue.png,blue.png,red left.png,11184
1117,green.png,red.png,blue red.png,blue.png,orange right.png,11185
1118,green.png,blue.png,multicolor.png,blue.png,red left.png,11186
1119,yellow.png,black.png,red blue.png,orange.png,green right.png,11187
1120,black.png,black.png,black yellow yellow black.png,red.png,blue left.png,11188
1121,green.png,green.png,green yellow.png,orange.png,blue left.png,11189
1122,green.png,black.png,blue red.png,yellow.png,yellow right.png,11190
1123,blue.png,red.png,up_and_out black yellow.png,red.png,black right.png,11191
1124,green.png,blue.png,green yellow.png,yellow.png,green right.png,11192
1125,yellow.png,black.png,up_and_out black yellow.png,blue.png,orange right.png,11193
1126,green.png,black.png,orange yellow.png,black.png,yellow right.png,11194
1127,yellow.png,blue.png,left black yellow.png,orange.png,black left.png,11195
1128,orange.png,red.png,red blue.png,yellow.png,blue left.png,11196
1129,yellow.png,orange.png,orange yellow.png,orange.png,yellow left.png,11197
1130,yellow.png,red.png,multicolor.png,green.png,blue right.png,11198
1131,blue.png,black.png,multicolor.png,yellow.png,green right.png,11199
1132,yellow.png,blue.png,red blue.png,orange.png,blue right.png,11200
1133,red.png,yellow.png,blue red.png,red.png,orange left.png,11201
1134,red.png,black.png,yellow red.png,blue.png,none.png,11202
1135,yellow.png,yellow.png,green red.png,blue.png,orange right.png,11203
1136,orange.png,green.png,orange yellow.png,green.png,blue left.png,11204
1137,red.png,green.png,yellow black black yellow.png,green.png,green left.png,11205
1138,orange.png,black.png,yellow green blue.png,red.png,red left.png,11206
1139,black.png,yellow.png,orange blue.png,black.png,blue left.png,11207
1140,green.png,orange.png,black yellow.png,orange.png,green right.png,11208
1141,yellow.png,yellow.png,green red.png,yellow.png,none.png,11209
1142,green.png,orange.png,green red.png,blue.png,blue left.png,11210
1143,green.png,blue.png,green red.png,black.png,black left.png,11211
1144,orange.png,green.png,black yellow.png,yellow.png,black right.png,11212
1145,green.png,yellow.png,yellow green blue.png,black.png,yellow right.png,11213
1146,red.png,black.png,black red.png,red.png,orange left.png,11214
1147,green.png,blue.png,yellow blue.png,green.png,black left.png,11215
1148,black.png,orange.png,blue red.png,blue.png,black left.png,11216
1149,blue.png,red.png,red blue.png,green.png,black right.png,11217
1150,red.png,red.png,yellow green blue.png,orange.png,yellow left.png,11218
1151,red.png,green.png,yellow green blue.png,blue.png,black right.png,11219
1152,blue.png,green.png,orange yellow.png,green.png,blue left.png,11220
1153,blue.png,red.png,green blue.png,blue.png,green right.png,11221
1154,red.png,green.png,green yellow.png,blue.png,orange right.png,11222
1155,red.png,blue.png,orange yellow.png,red.png,none.png,11223
1156,green.png,blue.png,black yellow.png,red.png,blue left.png,11224
1157,orange.png,black.png,red blue.png,orange.png,green right.png,11225
1158,red.png,blue.png,red blue.png,orange.png,green right.png,11226
1159,blue.png,orange.png,yellow black black yellow.png,orange.png,yellow left.png,11227
1160,yellow.png,green.png,down black up red.png,blue.png,none.png,11228
1161,black.png,blue.png,red blue.png,orange.png,none.png,11229
1162,red.png,red.png,green yellow.png,yellow.png,orange right.png,11230
1163,blue.png,green.png,green blue.png,green.png,blue left.png,11231
1164,black.png,black.png,green blue.png,red.png,green left.png,11232
1165,orange.png,orange.png,black yellow.png,green.png,red left.png,11233
1166,red.png,red.png,green blue.png,green.png,blue right.png,11234
1167,yellow.png,yellow.png,multicolor.png,black.png,none.png,11235
1168,orange.png,green.png,orange blue.png,red.png,black left.png,11236
1169,orange.png,black.png,yellow black black yellow.png,red.png,yellow right.png,11237
1170,black.png,black.png,orange yellow.png,yellow.png,blue left.png,11238
1171,orange.png,green.png,yellow blue.png,orange.png,orange left.png,11239
1172,green.png,blue.png,green red.png,orange.png,green left.png,11240
1173,black.png,black.png,orange yellow.png,black.png,orange left.png,11241
1174,yellow.png,green.png,red blue.png,black.png,orange right.png,11242
1175,orange.png,yellow.png,yellow black black yellow.png,blue.png,orange left.png,11243
1176,green.png,orange.png,orange yellow.png,green.png,green left.png,11244
1177,black.png,red.png,black yellow yellow black.png,yellow.png,orange left.png,11245
1178,blue.png,blue.png,yellow black black yellow.png,red.png,yellow right.png,11246
1179,black.png,red.png,yellow blue.png,green.png,orange left.png,11247
1180,blue.png,orange.png,black red.png,orange.png,orange left.png,11248
1181,orange.png,blue.png,blue red.png,yellow.png,yellow left.png,11249
1182,blue.png,orange.png,black yellow yellow black.png,blue.png,black right.png,11250
1183,green.png,green.png,down black up red.png,green.png,green left.png,11251
1184,blue.png,orange.png,orange yellow.png,orange.png,yellow right.png,11252
1185,black.png,black.png,left black yellow.png,orange.png,black right.png,11253
1186,red.png,yellow.png,black yellow.png,blue.png,yellow right.png,11254
1187,blue.png,yellow.png,left black yellow.png,red.png,green left.png,11255
1188,yellow.png,green.png,left black yellow.png,red.png,black left.png,11256
1189,green.png,yellow.png,green yellow.png,orange.png,yellow left.png,11257
1190,orange.png,green.png,black red.png,yellow.png,black right.png,11258
1191,red.png,orange.png,green red.png,blue.png,green left.png,11259
1192,yellow.png,yellow.png,yellow red.png,blue.png,yellow left.png,11260
1193,blue.png,red.png,multicolor.png,red.png,red left.png,11261
1194,green.png,green.png,yellow green blue.png,orange.png,red left.png,11262
1195,yellow.png,orange.png,multicolor.png,black.png,green left.png,11263
